捞抚,惫,康,荐,苞,乞闭,切痢
切积5213,64.0,3.0,39.0,18.0,31.0,F
切积5214,46.0,43.0,49.0,2.0,35.0,F
切积5215,36.0,72.0,84.0,28.0,55.0,F
切积5216,83.0,57.0,67.0,33.0,60.0,F
切积5217,33.0,19.0,69.0,65.0,46.5,F
切积5218,46.0,56.0,39.0,24.0,41.25,F
切积5219,70.0,41.0,86.0,93.0,72.5,C
切积5220,20.0,88.0,73.0,46.0,56.75,F
切积5221,63.0,60.0,55.0,70.0,62.0,F
切积5222,21.0,50.0,55.0,88.0,53.5,F
切积5223,98.0,90.0,88.0,64.0,85.0,B
切积5224,88.0,90.0,62.0,72.0,78.0,C
切积5225,92.0,70.0,75.0,85.0,80.5,B
切积5226,63.0,60.0,31.0,70.0,56.0,F
切积5227,54.0,50.0,23.0,88.0,53.75,F
切积5228,64.0,54.0,73.0,83.0,68.5,F
切积5229,89.0,36.0,63.0,14.0,50.5,F
切积5230,83.0,26.0,81.0,98.0,72.0,C
切积5231,18.0,51.0,17.0,6.0,23.0,F
切积5232,46.0,56.0,39.0,24.0,41.25,F
切积5233,70.0,41.0,86.0,93.0,72.5,C
切积5234,20.0,88.0,73.0,46.0,56.75,F
切积5235,63.0,60.0,55.0,70.0,62.0,F
切积5236,21.0,50.0,55.0,88.0,53.5,F
切积5237,98.0,90.0,88.0,64.0,85.0,B
切积5238,88.0,90.0,62.0,72.0,78.0,C
切积5239,46.0,56.0,39.0,24.0,41.25,F
切积5240,70.0,41.0,86.0,93.0,72.5,C
切积5241,20.0,88.0,73.0,46.0,56.75,F
切积5242,63.0,60.0,55.0,70.0,62.0,F
切积5243,21.0,50.0,55.0,88.0,53.5,F
切积5244,98.0,90.0,88.0,64.0,85.0,B
切积5245,88.0,90.0,62.0,72.0,78.0,C
切积5246,92.0,70.0,75.0,85.0,80.5,B
切积5247,63.0,60.0,31.0,70.0,56.0,F
切积5248,54.0,50.0,23.0,88.0,53.75,F
切积5249,64.0,54.0,73.0,83.0,68.5,F
切积5250,89.0,36.0,63.0,14.0,50.5,F
切积5251,83.0,26.0,81.0,98.0,72.0,C
切积5252,18.0,51.0,17.0,6.0,23.0,F
切积5253,46.0,56.0,39.0,24.0,41.25,F
切积5254,70.0,41.0,86.0,93.0,72.5,C
切积5255,20.0,88.0,73.0,46.0,56.75,F
切积5256,63.0,60.0,55.0,70.0,62.0,F
切积5257,21.0,50.0,55.0,88.0,53.5,F
切积5258,98.0,90.0,88.0,64.0,85.0,B
切积5259,88.0,90.0,62.0,72.0,78.0,C
切积5260,92.0,70.0,75.0,85.0,80.5,B
切积5261,63.0,60.0,31.0,70.0,56.0,F
切积5262,54.0,50.0,23.0,88.0,53.75,F
切积5263,64.0,54.0,73.0,83.0,68.5,F
切积5264,89.0,36.0,63.0,14.0,50.5,F
切积5265,83.0,26.0,81.0,98.0,72.0,C
切积5266,18.0,51.0,17.0,6.0,23.0,F
切积5267,69.0,66.0,39.0,59.0,58.25,F
切积5268,25.0,19.0,37.0,45.0,31.5,F
切积5269,21.0,82.0,20.0,20.0,35.75,F
切积5270,7.0,11.0,57.0,74.0,37.25,F
切积5271,23.0,32.0,52.0,99.0,51.5,F
切积5272,97.0,87.0,30.0,66.0,70.0,C
切积5273,53.0,32.0,23.0,28.0,34.0,F
切积5274,14.0,45.0,73.0,30.0,40.5,F
切积5275,12.0,52.0,44.0,37.0,36.25,F
切积5276,46.0,56.0,39.0,24.0,41.25,F
切积5277,70.0,41.0,86.0,93.0,72.5,C
切积5278,20.0,88.0,73.0,46.0,56.75,F
切积5279,63.0,60.0,55.0,70.0,62.0,F
切积5280,21.0,50.0,55.0,88.0,53.5,F
切积5281,98.0,90.0,88.0,64.0,85.0,B
切积5282,88.0,90.0,62.0,72.0,78.0,C
切积5283,92.0,70.0,75.0,85.0,80.5,B
切积5284,63.0,60.0,31.0,70.0,56.0,F
切积5285,54.0,50.0,23.0,88.0,53.75,F
切积5286,64.0,54.0,73.0,83.0,68.5,F
切积5287,89.0,36.0,63.0,14.0,50.5,F
切积5288,83.0,26.0,81.0,98.0,72.0,C
切积5289,18.0,51.0,17.0,6.0,23.0,F
切积5290,75.0,38.0,94.0,50.0,64.25,F
切积5291,58.0,74.0,56.0,27.0,53.75,F
切积5292,52.0,86.0,55.0,51.0,61.0,F
切积5293,62.0,24.0,72.0,24.0,45.5,F
切积5294,71.0,21.0,21.0,89.0,50.5,F
切积5295,95.0,67.0,17.0,86.0,66.25,F
切积5296,62.0,71.0,88.0,95.0,79.0,C
切积5297,46.0,56.0,39.0,24.0,41.25,F
切积5298,70.0,41.0,86.0,93.0,72.5,C
切积5299,20.0,88.0,73.0,46.0,56.75,F
切积5300,63.0,60.0,55.0,70.0,62.0,F
切积5301,21.0,50.0,55.0,88.0,53.5,F
切积5302,98.0,90.0,88.0,64.0,85.0,B
切积5303,46.0,56.0,39.0,24.0,41.25,F
切积5304,70.0,41.0,86.0,93.0,72.5,C
切积5305,20.0,88.0,73.0,46.0,56.75,F
切积5306,63.0,60.0,55.0,70.0,62.0,F
切积5307,21.0,50.0,55.0,88.0,53.5,F
切积5308,98.0,90.0,88.0,64.0,85.0,B
切积5309,88.0,90.0,62.0,72.0,78.0,C
切积5310,92.0,70.0,75.0,85.0,80.5,B
切积5311,63.0,60.0,31.0,70.0,56.0,F
切积5312,54.0,50.0,23.0,88.0,53.75,F
切积5313,64.0,54.0,73.0,83.0,68.5,F
切积5314,89.0,36.0,63.0,14.0,50.5,F
切积5315,83.0,26.0,81.0,98.0,72.0,C
切积5316,18.0,51.0,17.0,6.0,23.0,F
切积5317,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5318,88.0,90.0,62.0,72.0,78.0,C
切积5319,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5320,63.0,60.0,31.0,70.0,56.0,F
切积5321,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积5322,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5323,88.0,90.0,62.0,72.0,78.0,C
切积5324,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5325,63.0,60.0,31.0,70.0,56.0,F
切积5326,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积5327,56.0,49.0,90.0,44.0,59.75,F
切积5328,34.0,28.0,16.0,0.0,19.5,F
切积5329,37.0,13.0,9.0,41.0,25.0,F
切积5330,14.0,17.0,21.0,77.0,32.25,F
切积5331,37.0,20.0,3.0,77.0,34.25,F
切积5332,19.0,97.0,28.0,77.0,55.25,F
切积5333,57.0,85.0,33.0,84.0,64.75,F
切积5334,10.0,21.0,67.0,54.0,38.0,F
切积5335,79.0,74.0,14.0,59.0,56.5,F
切积5336,96.0,67.0,66.0,48.0,69.25,F
切积5337,46.0,25.0,54.0,56.0,45.25,F
切积5338,66.0,32.0,77.0,24.0,49.75,F
切积5339,46.0,25.0,2.0,12.0,21.25,F
切积5340,26.0,10.0,49.0,74.0,39.75,F
切积5341,97.0,68.0,65.0,33.0,65.75,F
切积5342,86.0,70.0,99.0,45.0,75.0,C
切积5343,31.0,62.0,37.0,82.0,53.0,F
切积5344,43.0,88.0,11.0,56.0,49.5,F
切积5345,6.0,98.0,96.0,74.0,68.5,F
切积5346,41.0,75.0,8.0,22.0,36.5,F
切积5347,29.0,45.0,94.0,70.0,59.5,F
切积5348,83.0,84.0,32.0,91.0,72.5,C
切积5349,91.0,1.0,53.0,32.0,44.25,F
切积5350,89.0,59.0,10.0,29.0,46.75,F
切积5351,84.0,58.0,70.0,25.0,59.25,F
切积5352,96.0,95.0,10.0,4.0,51.25,F
切积5353,83.0,7.0,64.0,9.0,40.75,F
切积5354,67.0,38.0,63.0,26.0,48.5,F
切积5355,50.0,72.0,14.0,86.0,55.5,F
切积5356,60.0,28.0,49.0,59.0,49.0,F
切积5357,71.0,11.0,49.0,62.0,48.25,F
切积5358,32.0,63.0,31.0,96.0,55.5,F
切积5359,72.0,6.0,73.0,22.0,43.25,F
切积5360,29.0,93.0,2.0,85.0,52.25,F
切积5361,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积5362,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5363,88.0,90.0,62.0,72.0,78.0,C
切积5364,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5365,63.0,60.0,31.0,70.0,56.0,F
切积5366,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积5367,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5368,88.0,90.0,62.0,72.0,78.0,C
切积5369,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5370,63.0,60.0,31.0,70.0,56.0,F
切积5371,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积5372,64.0,3.0,73.0,83.0,55.75,F
切积5373,78.0,58.0,20.0,47.0,50.75,F
切积5374,13.0,82.0,57.0,1.0,38.25,F
切积5375,4.0,11.0,81.0,76.0,43.0,F
切积5376,3.0,25.0,26.0,67.0,30.25,F
切积5377,96.0,78.0,1.0,6.0,45.25,F
切积5378,78.0,31.0,70.0,91.0,67.5,F
切积5379,4.0,63.0,59.0,23.0,37.25,F
切积5380,29.0,67.0,49.0,28.0,43.25,F
切积5381,93.0,56.0,63.0,55.0,66.75,F
切积5382,57.0,65.0,12.0,47.0,45.25,F
切积5383,20.0,74.0,56.0,17.0,41.75,F
切积5384,6.0,61.0,0.0,20.0,21.75,F
切积5385,3.0,11.0,83.0,45.0,35.5,F
切积5386,4.0,82.0,88.0,69.0,60.75,F
切积5387,62.0,5.0,92.0,67.0,56.5,F
切积5388,4.0,12.0,73.0,73.0,40.5,F
切积5389,84.0,58.0,70.0,25.0,59.25,F
切积5390,96.0,95.0,10.0,4.0,51.25,F
切积5391,83.0,7.0,64.0,9.0,40.75,F
切积5392,67.0,38.0,63.0,26.0,48.5,F
切积5393,50.0,72.0,14.0,86.0,55.5,F
切积5394,60.0,28.0,49.0,59.0,49.0,F
切积5395,71.0,11.0,49.0,62.0,48.25,F
切积5396,32.0,63.0,31.0,96.0,55.5,F
切积5397,72.0,6.0,73.0,22.0,43.25,F
切积5398,29.0,93.0,2.0,85.0,52.25,F
切积5399,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积5400,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5401,88.0,90.0,62.0,72.0,78.0,C
切积5402,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5403,63.0,60.0,31.0,70.0,56.0,F
切积5404,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积5405,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5406,88.0,90.0,62.0,72.0,78.0,C
切积5407,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5408,63.0,60.0,31.0,70.0,56.0,F
切积5409,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积5410,64.0,3.0,73.0,83.0,55.75,F
切积5411,83.0,91.0,32.0,99.0,76.25,C
切积5412,5.0,55.0,11.0,65.0,34.0,F
切积5413,7.0,40.0,10.0,3.0,15.0,F
切积5414,55.0,46.0,74.0,35.0,52.5,F
切积5415,97.0,70.0,20.0,27.0,53.5,F
切积5416,92.0,61.0,42.0,88.0,70.75,C
切积5417,16.0,10.0,41.0,55.0,30.5,F
切积5418,47.0,33.0,64.0,65.0,52.25,F
切积5419,14.0,40.0,90.0,41.0,46.25,F
切积5420,3.0,74.0,48.0,49.0,43.5,F
切积5421,52.0,64.0,68.0,85.0,67.25,F
切积5422,26.0,87.0,93.0,36.0,60.5,F
切积5423,30.0,51.0,30.0,62.0,43.25,F
切积5424,72.0,44.0,80.0,13.0,52.25,F
切积5425,35.0,49.0,30.0,41.0,38.75,F
切积5426,52.0,60.0,1.0,14.0,31.75,F
切积5427,12.0,65.0,86.0,76.0,59.75,F
切积5428,79.0,21.0,11.0,41.0,38.0,F
切积5429,13.0,33.0,72.0,92.0,52.5,F
切积5430,57.0,68.0,33.0,33.0,47.75,F
切积5431,48.0,44.0,37.0,83.0,53.0,F
切积5432,66.0,88.0,81.0,66.0,75.25,C
切积5433,44.0,15.0,44.0,46.0,37.25,F
切积5434,99.0,2.0,96.0,90.0,71.75,C
切积5435,57.0,4.0,12.0,85.0,39.5,F
切积5436,4.0,77.0,57.0,83.0,55.25,F
切积5437,74.0,23.0,52.0,64.0,53.25,F
切积5438,84.0,58.0,70.0,25.0,59.25,F
切积5439,96.0,95.0,10.0,4.0,51.25,F
切积5440,83.0,7.0,64.0,9.0,40.75,F
切积5441,67.0,38.0,63.0,26.0,48.5,F
切积5442,50.0,72.0,14.0,86.0,55.5,F
切积5443,60.0,28.0,49.0,59.0,49.0,F
切积5444,71.0,11.0,49.0,62.0,48.25,F
切积5445,32.0,63.0,31.0,96.0,55.5,F
切积5446,72.0,6.0,73.0,22.0,43.25,F
切积5447,29.0,93.0,2.0,85.0,52.25,F
切积5448,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积5449,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5450,88.0,90.0,62.0,72.0,78.0,C
切积5451,92.0,70.0,55.0,60.420972335231895,69.35524308380798,F
切积5452,63.0,60.0,55.0,70.0,62.0,F
切积5453,21.0,50.0,55.0,88.0,53.5,F
切积5454,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5455,88.0,90.0,62.0,72.0,78.0,C
切积5456,92.0,70.0,75.0,85.0,80.5,B
切积5457,63.0,60.0,31.0,70.0,56.0,F
切积5458,54.0,50.0,23.0,88.0,53.75,F
切积5459,64.0,54.0,73.0,83.0,68.5,F
切积5460,89.0,36.0,63.0,14.0,50.5,F
切积5461,83.0,26.0,81.0,98.0,72.0,C
切积5462,18.0,51.0,17.0,6.0,23.0,F
切积5463,63.0,60.0,55.0,70.0,62.0,F
切积5464,21.0,50.0,55.0,88.0,53.5,F
切积5465,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5466,88.0,90.0,62.0,72.0,78.0,C
切积5467,92.0,70.0,75.0,85.0,80.5,B
切积5468,63.0,60.0,31.0,70.0,56.0,F
切积5469,54.0,50.0,23.0,88.0,53.75,F
切积5470,64.0,54.0,73.0,83.0,68.5,F
切积5471,89.0,36.0,63.0,14.0,50.5,F
切积5472,83.0,26.0,81.0,98.0,72.0,C
切积5473,18.0,51.0,17.0,6.0,23.0,F
切积5474,33.0,95.0,77.0,95.0,75.0,C
切积5475,86.0,34.0,31.0,18.0,42.25,F
切积5476,61.0,31.0,97.0,69.0,64.5,F
切积5477,79.0,87.0,93.0,86.0,86.25,B
切积5478,68.0,75.0,10.0,58.0,52.75,F
切积5479,36.0,59.0,90.0,54.0,59.75,F
切积5480,55.0,25.0,13.0,30.0,30.75,F
切积5481,63.0,60.0,55.0,70.0,62.0,F
切积5482,21.0,50.0,55.0,88.0,53.5,F
切积5483,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5484,88.0,90.0,62.0,72.0,78.0,C
切积5485,92.0,70.0,75.0,85.0,80.5,B
切积5486,63.0,60.0,31.0,70.0,56.0,F
切积5487,54.0,50.0,23.0,88.0,53.75,F
切积5488,64.0,54.0,73.0,83.0,68.5,F
切积5489,89.0,36.0,63.0,14.0,50.5,F
切积5490,83.0,26.0,81.0,98.0,72.0,C
切积5491,18.0,51.0,17.0,6.0,23.0,F
切积5492,73.0,89.0,73.0,78.0,78.25,C
切积5493,45.0,11.0,99.0,81.0,59.0,F
切积5494,88.0,10.0,87.0,7.0,48.0,F
切积5495,10.0,67.0,56.0,93.0,56.5,F
切积5496,97.0,82.0,93.0,67.0,84.75,B
切积5497,4.0,86.0,62.0,94.0,61.5,F
切积5498,72.0,47.0,72.0,89.0,70.0,C
切积5499,13.0,56.0,64.0,34.0,41.75,F
切积5500,46.0,56.0,39.0,24.0,41.25,F
切积5501,70.0,41.0,86.0,93.0,72.5,C
切积5502,20.0,88.0,73.0,46.0,56.75,F
切积5503,63.0,60.0,55.0,70.0,62.0,F
切积5504,21.0,50.0,55.0,88.0,53.5,F
切积5505,98.0,90.0,88.0,64.0,85.0,B
切积5506,88.0,90.0,62.0,72.0,78.0,C
切积5507,92.0,70.0,75.0,85.0,80.5,B
切积5508,63.0,60.0,31.0,70.0,56.0,F
切积5509,54.0,50.0,23.0,88.0,53.75,F
切积5510,64.0,54.0,73.0,83.0,68.5,F
切积5511,89.0,36.0,63.0,14.0,50.5,F
切积5512,83.0,26.0,81.0,98.0,72.0,C
切积5513,18.0,51.0,17.0,6.0,23.0,F
切积5514,74.0,85.0,95.0,70.0,81.0,B
切积5515,46.0,56.0,39.0,24.0,41.25,F
切积5516,70.0,41.0,86.0,93.0,72.5,C
切积5517,20.0,88.0,73.0,46.0,56.75,F
切积5518,63.0,60.0,55.0,70.0,62.0,F
切积5519,21.0,50.0,55.0,88.0,53.5,F
切积5520,98.0,90.0,88.0,64.0,85.0,B
切积5521,88.0,90.0,62.0,72.0,78.0,C
切积5522,92.0,70.0,75.0,85.0,80.5,B
切积5523,63.0,60.0,31.0,70.0,56.0,F
切积5524,54.0,50.0,23.0,88.0,53.75,F
切积5525,64.0,54.0,73.0,83.0,68.5,F
切积5526,89.0,36.0,63.0,14.0,50.5,F
切积5527,83.0,26.0,81.0,98.0,72.0,C
切积5528,18.0,51.0,17.0,6.0,23.0,F
切积5529,42.0,92.0,61.0,10.0,51.25,F
切积5530,46.0,56.0,39.0,24.0,41.25,F
切积5531,70.0,41.0,86.0,93.0,72.5,C
切积5532,20.0,88.0,73.0,46.0,56.75,F
切积5533,63.0,60.0,55.0,70.0,62.0,F
切积5534,21.0,50.0,55.0,88.0,53.5,F
切积5535,98.0,90.0,88.0,64.0,85.0,B
切积5536,88.0,90.0,62.0,72.0,78.0,C
切积5537,92.0,70.0,75.0,85.0,80.5,B
切积5538,63.0,60.0,31.0,70.0,56.0,F
切积5539,54.0,50.0,23.0,88.0,53.75,F
切积5540,64.0,54.0,73.0,83.0,68.5,F
切积5541,89.0,36.0,63.0,14.0,50.5,F
切积5542,83.0,26.0,81.0,98.0,72.0,C
切积5543,18.0,51.0,17.0,6.0,23.0,F
切积5544,62.0,69.0,84.0,80.0,73.75,C
切积5545,54.0,34.0,56.0,46.0,47.5,F
切积5546,40.0,67.0,26.0,96.0,57.25,F
切积5547,55.0,85.0,46.0,81.0,66.75,F
切积5548,35.0,53.0,86.0,12.0,46.5,F
切积5549,42.0,59.0,79.0,10.0,47.5,F
切积5550,20.0,83.0,28.0,69.0,50.0,F
切积5551,14.0,53.0,19.0,32.0,29.5,F
切积5552,77.0,75.0,75.0,98.0,81.25,B
切积5553,45.0,30.0,62.0,89.0,56.5,F
切积5554,69.0,47.0,71.0,90.0,69.25,F
切积5555,51.0,57.0,16.0,0.0,31.0,F
切积5556,28.0,69.0,8.0,6.0,27.75,F
切积5557,55.0,46.0,97.0,73.0,67.75,F
切积5558,52.0,79.0,44.0,16.0,47.75,F
切积5559,33.0,62.0,83.0,0.0,44.5,F
切积5560,79.0,12.0,53.0,43.0,46.75,F
切积5561,55.0,56.0,92.0,40.0,60.75,F
切积5562,46.0,56.0,39.0,24.0,41.25,F
切积5563,70.0,41.0,86.0,93.0,72.5,C
切积5564,20.0,88.0,73.0,46.0,56.75,F
切积5565,63.0,60.0,55.0,70.0,62.0,F
切积5566,21.0,50.0,55.0,88.0,53.5,F
切积5567,98.0,90.0,88.0,64.0,85.0,B
切积5568,88.0,90.0,62.0,72.0,78.0,C
切积5569,92.0,70.0,75.0,85.0,80.5,B
切积5570,63.0,60.0,31.0,70.0,56.0,F
切积5571,54.0,50.0,23.0,88.0,53.75,F
切积5572,64.0,54.0,73.0,83.0,68.5,F
切积5573,89.0,36.0,63.0,14.0,50.5,F
切积5574,83.0,26.0,81.0,98.0,72.0,C
切积5575,18.0,51.0,17.0,6.0,23.0,F
切积5576,46.0,56.0,39.0,24.0,41.25,F
切积5577,70.0,41.0,86.0,93.0,72.5,C
切积5578,20.0,88.0,73.0,46.0,56.75,F
切积5579,63.0,60.0,55.0,70.0,62.0,F
切积5580,21.0,50.0,55.0,88.0,53.5,F
切积5581,98.0,90.0,88.0,64.0,85.0,B
切积5582,88.0,90.0,62.0,72.0,78.0,C
切积5583,92.0,70.0,75.0,85.0,80.5,B
切积5584,63.0,60.0,31.0,70.0,56.0,F
切积5585,54.0,50.0,23.0,88.0,53.75,F
切积5586,64.0,54.0,73.0,83.0,68.5,F
切积5587,89.0,36.0,63.0,14.0,50.5,F
切积5588,83.0,26.0,81.0,98.0,72.0,C
切积5589,18.0,51.0,17.0,6.0,23.0,F
切积5590,37.0,27.0,97.0,62.0,55.75,F
切积5591,70.0,20.0,63.0,0.0,38.25,F
切积5592,85.0,98.0,24.0,53.0,65.0,F
切积5593,94.0,77.0,76.0,99.0,86.5,B
切积5594,96.0,39.0,77.0,12.0,56.0,F
切积5595,46.0,56.0,39.0,24.0,41.25,F
切积5596,70.0,41.0,86.0,93.0,72.5,C
切积5597,20.0,88.0,73.0,46.0,56.75,F
切积5598,63.0,60.0,55.0,70.0,62.0,F
切积5599,21.0,50.0,55.0,88.0,53.5,F
切积5600,98.0,90.0,88.0,64.0,85.0,B
切积5601,88.0,90.0,62.0,72.0,78.0,C
切积5602,46.0,56.0,39.0,24.0,41.25,F
切积5603,70.0,41.0,86.0,93.0,72.5,C
切积5604,20.0,88.0,73.0,46.0,56.75,F
切积5605,63.0,60.0,55.0,70.0,62.0,F
切积5606,21.0,50.0,55.0,88.0,53.5,F
切积5607,98.0,90.0,88.0,64.0,85.0,B
切积5608,88.0,90.0,62.0,72.0,78.0,C
切积5609,92.0,70.0,75.0,85.0,80.5,B
切积5610,63.0,60.0,31.0,70.0,56.0,F
切积5611,54.0,50.0,23.0,88.0,53.75,F
切积5612,64.0,54.0,73.0,83.0,68.5,F
切积5613,89.0,36.0,63.0,14.0,50.5,F
切积5614,83.0,26.0,81.0,98.0,72.0,C
切积5615,18.0,51.0,17.0,6.0,23.0,F
切积5616,46.0,56.0,39.0,24.0,41.25,F
切积5617,70.0,41.0,86.0,93.0,72.5,C
切积5618,20.0,88.0,73.0,46.0,56.75,F
切积5619,63.0,60.0,55.0,70.0,62.0,F
切积5620,21.0,50.0,55.0,88.0,53.5,F
切积5621,98.0,90.0,88.0,64.0,85.0,B
切积5622,88.0,90.0,62.0,72.0,78.0,C
切积5623,92.0,70.0,75.0,85.0,80.5,B
切积5624,63.0,60.0,31.0,70.0,56.0,F
切积5625,54.0,50.0,23.0,88.0,53.75,F
切积5626,46.0,56.0,39.0,24.0,41.25,F
切积5627,70.0,41.0,86.0,93.0,72.5,C
切积5628,20.0,88.0,73.0,46.0,56.75,F
切积5629,63.0,60.0,55.0,70.0,62.0,F
切积5630,21.0,50.0,55.0,88.0,53.5,F
切积5631,98.0,90.0,88.0,64.0,85.0,B
切积5632,88.0,90.0,62.0,72.0,78.0,C
切积5633,46.0,56.0,39.0,24.0,41.25,F
切积5634,70.0,41.0,86.0,93.0,72.5,C
切积5635,20.0,88.0,73.0,46.0,56.75,F
切积5636,63.0,60.0,55.0,70.0,62.0,F
切积5637,21.0,50.0,55.0,88.0,53.5,F
切积5638,98.0,90.0,88.0,64.0,85.0,B
切积5639,88.0,90.0,62.0,72.0,78.0,C
切积5640,92.0,70.0,75.0,85.0,80.5,B
切积5641,63.0,60.0,31.0,70.0,56.0,F
切积5642,54.0,50.0,23.0,88.0,53.75,F
切积5643,64.0,54.0,73.0,83.0,68.5,F
切积5644,46.0,56.0,39.0,24.0,41.25,F
切积5645,70.0,41.0,86.0,93.0,72.5,C
切积5646,20.0,88.0,73.0,46.0,56.75,F
切积5647,63.0,60.0,55.0,70.0,62.0,F
切积5648,21.0,50.0,55.0,88.0,53.5,F
切积5649,98.0,90.0,88.0,64.0,85.0,B
切积5650,88.0,90.0,62.0,72.0,78.0,C
切积5651,92.0,70.0,75.0,85.0,80.5,B
切积5652,63.0,60.0,31.0,70.0,56.0,F
切积5653,54.0,50.0,23.0,88.0,53.75,F
切积5654,46.0,56.0,39.0,24.0,41.25,F
切积5655,70.0,41.0,86.0,93.0,72.5,C
切积5656,20.0,88.0,73.0,46.0,56.75,F
切积5657,46.0,56.0,39.0,24.0,41.25,F
切积5658,70.0,41.0,86.0,93.0,72.5,C
切积5659,46.0,56.0,39.0,24.0,41.25,F
切积5660,70.0,41.0,86.0,93.0,72.5,C
切积5661,20.0,88.0,73.0,46.0,56.75,F
切积5662,63.0,60.0,55.0,70.0,62.0,F
切积5663,21.0,50.0,55.0,88.0,53.5,F
切积5664,98.0,90.0,88.0,64.0,85.0,B
切积5665,88.0,90.0,62.0,72.0,78.0,C
切积5666,92.0,70.0,75.0,85.0,80.5,B
切积5667,63.0,60.0,31.0,70.0,56.0,F
切积5668,54.0,50.0,23.0,88.0,53.75,F
切积5669,64.0,54.0,73.0,83.0,68.5,F
切积5670,89.0,36.0,63.0,14.0,50.5,F
切积5671,83.0,26.0,81.0,98.0,72.0,C
切积5672,18.0,51.0,17.0,6.0,23.0,F
切积5673,85.0,37.0,23.0,49.0,48.5,F
切积5674,90.0,93.0,65.0,30.0,69.5,F
切积5675,71.0,83.0,15.0,11.0,45.0,F
切积5676,94.0,6.0,28.0,69.0,49.25,F
切积5677,85.0,88.0,60.0,17.0,62.5,F
切积5678,32.0,59.0,16.0,31.0,34.5,F
切积5679,59.0,64.0,40.0,72.0,58.75,F
切积5680,85.0,73.0,51.0,6.0,53.75,F
切积5681,20.0,36.0,26.0,73.0,38.75,F
切积5682,46.0,56.0,39.0,24.0,41.25,F
切积5683,70.0,41.0,86.0,93.0,72.5,C
切积5684,20.0,88.0,73.0,46.0,56.75,F
切积5685,63.0,60.0,55.0,70.0,62.0,F
切积5686,21.0,50.0,55.0,88.0,53.5,F
切积5687,98.0,90.0,88.0,64.0,85.0,B
切积5688,88.0,90.0,62.0,72.0,78.0,C
切积5689,92.0,70.0,75.0,85.0,80.5,B
切积5690,63.0,60.0,31.0,70.0,56.0,F
切积5691,54.0,50.0,23.0,88.0,53.75,F
切积5692,64.0,54.0,73.0,83.0,68.5,F
切积5693,89.0,36.0,63.0,14.0,50.5,F
切积5694,83.0,26.0,81.0,98.0,72.0,C
切积5695,18.0,51.0,17.0,6.0,23.0,F
切积5696,23.0,61.0,24.0,30.0,34.5,F
切积5697,53.0,60.0,20.0,39.0,43.0,F
切积5698,46.0,56.0,39.0,24.0,41.25,F
切积5699,70.0,41.0,86.0,93.0,72.5,C
切积5700,20.0,88.0,73.0,46.0,56.75,F
切积5701,63.0,60.0,55.0,70.0,62.0,F
切积5702,21.0,50.0,55.0,88.0,53.5,F
切积5703,98.0,90.0,88.0,64.0,85.0,B
切积5704,88.0,90.0,62.0,72.0,78.0,C
切积5705,92.0,70.0,75.0,85.0,80.5,B
切积5706,63.0,60.0,31.0,70.0,56.0,F
切积5707,54.0,50.0,23.0,88.0,53.75,F
切积5708,64.0,54.0,73.0,83.0,68.5,F
切积5709,89.0,36.0,63.0,14.0,50.5,F
切积5710,83.0,26.0,81.0,98.0,72.0,C
切积5711,18.0,51.0,17.0,6.0,23.0,F
切积5712,54.0,50.0,23.0,88.0,53.75,F
切积5713,64.0,54.0,73.0,83.0,68.5,F
切积5714,89.0,36.0,63.0,14.0,50.5,F
切积5715,83.0,26.0,81.0,98.0,72.0,C
切积5716,18.0,51.0,17.0,6.0,23.0,F
切积5717,71.0,84.0,33.0,34.0,55.5,F
切积5718,64.0,3.0,39.0,18.0,31.0,F
切积5719,46.0,43.0,49.0,2.0,35.0,F
切积5720,36.0,72.0,84.0,28.0,55.0,F
切积5721,83.0,57.0,67.0,33.0,60.0,F
